"passportArea","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role","birthArea","wyId","foot","shortName","currentNationalTeamId","birthYear","birthMonth"
"England",74,"Will",NA,"Hughes",1644,"1995-04-17",185,"Midfielder","England",8981,"left","W. Hughes",NA,1995,4
"England",84,"Tom",NA,"Smith",1673,"1992-04-14",186,"Defender","England",11078,"right","T. Smith",NA,1992,4
"Norway",90,"Alexander",NA,"S\u00f8rloth",1628,"1995-12-05",194,"Forward","Norway",55224,"right","A. S\u00f8rloth",7336,1995,12
"Spain",72,"Javier",NA,"Manquillo Gait\u00e1n",1613,"1994-05-05",180,"Defender","Spain",3436,"right","Javi Manquillo",NA,1994,5
"Senegal",82,"El-Hadji Baye Oumar",NA,"Niasse",1623,"1990-04-18",182,"Forward","Senegal",145692,"right","O. Niasse",NA,1990,4
"England",81,"Matt",NA,"Macey",1649,"1994-09-09",198,"Goalkeeper","England",171166,"right","M. Macey",NA,1994,9
"England",66,"Calum",NA,"Chambers",1616,"1995-01-20",182,"Defender","England",171283,"right","C. Chambers",NA,1995,1
"Spain",74,"H\u00e9ctor",NA,"Beller\u00edn Moruno",1609,"1995-03-19",178,"Defender","Spain",167145,"right","Beller\u00edn",NA,1995,3
"France",83,"Steve",NA,"Mouni\u00e9",1673,"1994-09-29",190,"Forward","Benin",214654,"right","S. Mouni\u00e9",18884,1994,9
"Morocco",60,"Sofiane",NA,"Boufal",692,"1993-09-17",170,"Midfielder","France",215983,"right","S. Boufal",NA,1993,9
"Ghana",79,"Daniel",NA,"Amartey",1631,"1994-12-21",186,"Midfielder","Ghana",217078,"right","D. Amartey",17522,1994,12
"Scotland",63,"Andrew",NA,"Robertson",1612,"1994-03-11",178,"Defender","Scotland",222220,"left","A. Robertson",8664,1994,3
"England",72,"Sam",NA,"Byram",1642,"1993-09-16",180,"Defender","England",224206,"right","S. Byram",NA,1993,9
"Spain",66,"Ayoze",NA,"P\u00e9rez Guti\u00e9rrez",1613,"1993-07-29",179,"Forward","Spain",230883,"right","Ayoze P\u00e9rez",NA,1993,7
"Ivoire""",72,"Jeremie",NA,"Boga",3315,"1997-01-03",174,"Forward","France",227756,"right","J. Boga",NA,1997,1
"Slovenia",78,"Jon",NA,"Gorenc-Stankovi\u010d",1673,"1996-01-14",190,"Defender","Slovenia",234139,"right","J. Gorenc-Stankovi\u010d",12052,1996,1
"Jamaica",75,"Jerome",NA,"Sinclair",1632,"1996-09-20",181,"Forward","England",234408,"right","J. Sinclair",NA,1996,9
"Portugal",81,"Joel",NA,"Pereira Castro",9624,"1996-06-28",188,"Goalkeeper","Switzerland",237020,"right","Joel Castro",9910,1996,6
"Barbados",77,"Tyrone",NA,"Mings",1659,"1993-03-19",196,"Defender","England",239411,"left","T. Mings",NA,1993,3
"England",77,"Freddie",NA,"Woodman",1613,"1997-03-04",187,"Goalkeeper","England",240270,"right","F. Woodman",2420,1997,3
"Suriname",79,"Ja\u00efro",NA,"Riedewald",1628,"1996-09-09",182,"Defender","Netherlands",240559,"left","J. Riedewald",NA,1996,9
"Senegal",80,"Lys",NA,"Mousset",1659,"1996-02-08",184,"Forward","France",245813,"right","L. Mousset",NA,1996,2
"England",81,"Alfie",NA,"Mawson",1616,"1994-01-19",188,"Defender","England",246866,"right","A. Mawson",NA,1994,1
"England",72,"Solly",NA,"March",1651,"1994-07-20",180,"Midfielder","England",247248,"left","S. March",NA,1994,7
"Latvia",68,"DeAndre",NA,"Yedlin",1613,"1993-07-09",173,"Defender","United States",252365,"right","D. Yedlin",8134,1993,7
"Jamaica",70,"Isaiah",NA,"Brown",1630,"1997-01-07",182,"Forward","England",255935,"right","I. Brown",NA,1997,1
"Brazil",77,"Robert Kenedy",NA,"Nunes do Nascimento",1613,"1996-02-08",182,"Midfielder","Brazil",254898,"left","Kenedy",NA,1996,2
"Ivoire""",77,"Eric Bertrand ",NA,"Bailly",1611,"1994-04-12",187,"Defender","Ivoire""",256998,"right","E. Bailly",NA,1994,4
"Portugal",61,"Emerson",NA,"Hyndman",8514,"1996-04-09",170,"Midfielder","United States",259531,"right","E. Hyndman",NA,1996,4
"Macedonia FYR",73,"Erdal",NA,"Rakip",9707,"1996-02-13",179,"Midfielder","Sweden",258141,"right","E. Rakip",7054,1996,2
"Cameroon",73,"Georges-Kevin",NA,"N'Koudou Mbida",1624,"1995-02-13",175,"Forward","France",270828,"right","G. N'Koudou",NA,1995,2
"England",82,"Joel",NA,"Coleman",1697,"1995-09-26",190,"Goalkeeper","England",274482,"right","J. Coleman",NA,1995,9
"England",72,"Joe",NA,"Lolley",1642,"1992-08-25",178,"Midfielder","England",274488,"left","J. Lolley",NA,1992,8
"England",67,"Connor",NA,"Mahoney",1618,"1997-02-12",175,"Midfielder","England",276059,"left","C. Mahoney",2421,1997,2
"Mali",60,"Fousseni",NA,"Diabat\u00e9",1631,"1995-10-18",175,"Forward","France",277002,"left","F. Diabat\u00e9",NA,1995,10
"England",68,"Kasey",NA,"Palmer",1621,"1996-11-09",175,"Midfielder","England",279709,"right","K. Palmer",NA,1996,11
"England",71,"Ainsley",NA,"Maitland-Niles",1609,"1997-08-29",177,"Midfielder","England",279717,"right","A. Maitland-Niles",NA,1997,8
"England",75,"Jordan",NA,"Hugill",1620,"1992-06-04",183,"Forward","England",280157,"right","J. Hugill",NA,1992,6
"England",70,"Matt",NA,"Targett",1619,"1995-09-18",183,"Defender","Scotland",281135,"left","M. Targett",NA,1995,9
"England",74,"Demarai",NA,"Gray",1631,"1996-06-28",180,"Midfielder","England",283142,"right","D. Gray",2420,1996,6
"Nigeria",80,"Oluwatosin",NA,"Adarabioyo",1627,"1997-09-24",196,"Defender","England",283145,"right","T. Adarabioyo",NA,1997,9
"Croatia",80,"Nikola",NA,"Vla\u0161i\u0107",13886,"1997-10-04",178,"Midfielder","Croatia",284476,"right","N. Vla\u0161i\u0107",9598,1997,10
"England",74,"Jonjoe",NA,"Kenny",1623,"1997-03-15",176,"Defender","England",286825,"right","J. Kenny",2420,1997,3
"Nigeria",80,"Dominic",NA,"Solanke",1612,"1997-09-14",185,"Forward","England",286831,"right","D. Solanke",2420,1997,9
"Scotland",74,"Oliver",NA,"McBurnie",10531,"1996-06-04",188,"Forward","Scotland",288865,"right","O. McBurnie",8664,1996,6
"Spain",70,"Antonio",NA,"Mart\u00ednez L\u00f3pez",751,"1997-06-30",187,"Forward","Spain",291231,"right","Toni Mart\u00ednez",NA,1997,6
"England",75,"Fikayo",NA,"Tomori",1647,"1997-12-19",185,"Defender","Canada",291591,"right","F. Tomori",2420,1997,12
"United States",68,"Kyle",NA,"Scott",37,"1997-12-22",172,"Midfielder","England",291594,"right","K. Scott",NA,1997,12
"Belgium",77,"Dodi",NA,"Lukebakio",2502,"1997-09-24",187,"Midfielder","Congo DR",291528,"left","D. Lukebakio",5635,1997,9
"England",74,"Dominic",NA,"Calvert-Lewin",1623,"1997-03-16",176,"Forward","England",293687,"right","D. Calvert-Lewin",2420,1997,3
"England",67,"Jacob",NA,"Murphy",1613,"1995-02-24",173,"Midfielder","England",293686,"right","J. Murphy",NA,1995,2
"England",81,"Reece",NA,"Burke",1672,"1996-09-02",189,"Defender","England",293823,"right","R. Burke",NA,1996,9
"Sierra Leone",70,"Sullay",NA,"Kaikai",1628,"1995-08-26",178,"Midfielder","England",297258,"right","S. Kaikai",NA,1995,8
"England",70,"Sam",NA,"McQueen",1620,"1995-02-06",181,"Midfielder","England",297733,"left","S. McQueen",NA,1995,2
"England",71,"Lewis",NA,"Cook",1659,"1997-02-03",175,"Midfielder","England",302518,"right","L. Cook",2420,1997,2
"England",67,"Joshua",NA,"Sims",1637,"1997-03-28",168,"Midfielder","England",302520,"left","J. Sims",2421,1997,3
"Nigeria",83,"Philip",NA,"Billing",1673,"1996-06-11",197,"Midfielder","Denmark",303357,"left","P. Billing",7719,1996,6
"Poland",81,"Jaros\u0142aw",NA,"Jach",4499,"1994-02-17",190,"Defender","Poland",330271,"left","J. Jach",NA,1994,2
"Spain",79,"Mikel",NA,"Merino Zaz\u00f3n",687,"1996-06-22",187,"Midfielder","Spain",339789,"left","Mikel Merino",1604,1996,6
"Nigeria",82,"Tammy",NA,"Abraham",1614,"1997-10-02",190,"Forward","England",343951,"right","T. Abraham",2420,1997,10
"Scotland",74,"Oliver",NA,"Burke",1627,"1997-04-07",188,"Midfielder","Scotland",346071,"right","O. Burke",8671,1997,4
"Ghana",70,"Eddie",NA,"Nketiah",39822,"1999-05-30",178,"Forward","England",346158,"right","E. Nketiah",2421,1999,5
"Montserrat",0,"Joe",NA,"Willock",39822,"1999-08-20",179,"Midfielder","England",346159,"right","J. Willock",2421,1999,8
"Jamaica",78,"Dujon",NA,"Sterling",1640,"1999-10-24",180,"Defender","England",346135,"right","D. Sterling",NA,1999,10
"England",77,"Trevoh",NA,"Chalobah",1634,"1999-07-05",190,"Defender","Sierra Leone",346131,"right","T. Chalobah",2421,1999,7
"England",78,"Tom",NA,"Davies",1623,"1998-06-30",180,"Midfielder","England",353236,"right","T. Davies",2420,1998,6
"England",80,"Lukas",NA,"Nmecha",1641,"1998-12-14",183,"Forward","England",353241,"right","L. Nmecha",2421,1998,12
"Nigeria",0,"Layton",NA,"Ndukwu",39801,"1998-09-07",0,"Forward","England",353240,"left","L. Ndukwu",NA,1998,9
"England",76,"Dion",NA,"Henry",39916,"1997-09-12",191,"Goalkeeper","England",353927,"right","D. Henry",NA,1997,9
"Jamaica",63,"Mason",NA,"Holgate",1623,"1996-10-22",184,"Defender","England",355937,"right","M. Holgate",NA,1996,10
"Montenegro",69,"Sead",NA,"Hak\u0161abanovi\u0107",683,"1999-05-04",174,"Midfielder","Sweden",361843,"right","S. Hak\u0161abanovi\u0107",17371,1999,5
"United States",92,"Cameron",NA,"Carter-Vickers",10531,"1997-12-31",183,"Defender","England",357712,"right","C. Carter-Vickers",8134,1997,12
"England",83,"Matt",NA,"Butcher",26679,"1997-05-14",188,"Midfielder","England",365718,"left","M. Butcher",NA,1997,5
"Ireland Republic",70,"Josh",NA,"Cullen",1617,"1996-04-07",175,"Midfielder","England",365707,"right","J. Cullen",8280,1996,4
"Scotland",80,"Harry",NA,"Souttar",1639,"1998-10-22",198,"Defender","Scotland",367326,"right","H. Souttar",NA,1998,10
"Jamaica",71,"Kazaiah",NA,"Sterling",39825,"1998-11-09",175,"Forward","England",368352,"right","K. Sterling",NA,1998,11
"England",75,"Rob",NA,"Holding",1609,"1995-09-20",189,"Defender","England",370224,"right","R. Holding",NA,1995,9
"England",72,"Alex",NA,"Palmer",39811,"1996-08-10",191,"Goalkeeper","England",381290,"right","A. Palmer",NA,1996,8
"England",74,"Marcus",NA,"Browne",1683,"1997-12-18",179,"Midfielder","England",379203,"right","M. Browne",NA,1997,12
"Congo DR",73,"Grady",NA,"Diangana",1633,"1998-04-19",181,"Midfielder","England",379205,"left","G. Diangana",NA,1998,4
"England",0,"Moses",NA,"Makasi",39812,"1995-09-22",0,"Midfielder","England",379207,"unknown","M. Makasi",NA,1995,9
"Ireland Republic",80,"Declan",NA,"Rice",1633,"1999-01-14",185,"Defender","England",379209,"right","D. Rice",8280,1999,1
"Ghana",0,"Jordi",NA,"Osei-Tutu",39822,"1998-10-02",0,"Defender","England",397096,"right","J. Osei-Tutu",NA,1998,10
"England",0,"Sam",NA,"Hughes",39801,"1997-04-15",0,"Midfielder","England",393955,"unknown","S. Hughes",NA,1997,4
"England",72,"Axel",NA,"Tuanzebe",1614,"1997-11-14",185,"Defender","Congo DR",397163,"right","A. Tuanzebe",NA,1997,11
"Netherlands",79,"Timothy",NA,"Fosu-Mensah",1616,"1998-01-02",190,"Defender","Netherlands",397168,"right","T. Fosu-Mensah",670,1998,1
"England",88,"Scott",NA,"McTominay",1611,"1996-12-08",193,"Midfielder","England",397174,"right","S. McTominay",8664,1996,12
"Zimbabwe",71,"Reiss",NA,"Nelson",2482,"1999-12-10",176,"Midfielder","England",397098,"right","R. Nelson",2420,1999,12
"Portugal",65,"Domingos",NA,"Quina",1644,"1999-11-18",173,"Midfielder","Guinea-Bissau",399653,"right","Domingos Quina",9911,1999,11
"Denmark",75,"Lasse",NA,"S\u00f8rensen",1639,"1999-10-21",185,"Midfielder","Denmark",399564,"right","L. S\u00f8rensen",7714,1999,10
"Ireland Republic",64,"Jayson",NA,"Molumby",39806,"1999-08-06",177,"Midfielder","Ireland Republic",399579,"right","J. Molumby",NA,1999,8
"England",75,"Jonathan",NA,"Leko",1627,"1999-04-24",183,"Forward","Congo DR",399517,"right","J. Leko",NA,1999,4
"England",73,"Jordan",NA,"Williams",1663,"1999-10-22",179,"Defender","England",399509,"right","J. Williams",NA,1999,10
"England",75,"Tyrese",NA,"Campbell",1639,"1999-12-28",183,"Forward","England",399514,"left","T. Campbell",NA,1999,12
"England",68,"Keshi",NA,"Anderson",1656,"1995-04-06",175,"Forward","England",399708,"right","K. Anderson",NA,1995,4
"England",76,"Alfie",NA,"Whiteman",39825,"1998-10-02",186,"Goalkeeper","England",401050,"right","A. Whiteman",NA,1998,10
"England",64,"Kyle",NA,"Walker-Peters",1624,"1997-04-13",174,"Defender","England",402884,"right","K. Walker-Peters",2420,1997,4
"Morocco",68,"Brahim",NA,"Abdelkader Diaz",1625,"1999-08-03",170,"Midfielder","Spain",404397,"right","Brahim Diaz",NA,1999,8
"Greece",80,"Konstantinos",NA,"Mavropanos",1609,"1997-12-11",192,"Defender","Greece",413002,"right","K. Mavropanos",12684,1997,12
"England",83,"Jack",NA,"Simpson",1659,"1997-01-08",178,"Defender","England",415747,"right","J. Simpson",2420,1997,1
"England",74,"Josh",NA,"Tymon",1639,"1999-05-22",178,"Defender","England",415748,"left","J. Tymon",NA,1999,5
"Bangladesh",64,"Hamza",NA,"Choudhury",39801,"1997-10-01",178,"Midfielder","England",419784,"right","H. Choudhury",NA,1997,10
"Wales",78,"Ethan",NA,"Ampadu",1610,"2000-09-14",182,"Defender","England",423162,"right","E. Ampadu",10682,2000,9
"England",77,"Aaron",NA,"Ramsdale",1659,"1998-05-14",188,"Goalkeeper","England",433506,"right","A. Ramsdale",NA,1998,5
"England",73,"Sam",NA,"Field",1627,"1998-05-08",185,"Midfielder","England",434159,"left","S. Field",2421,1998,5
"Germany",80,"Abdelhamid",NA,"Sabiri",1673,"1996-11-28",183,"Midfielder","Morocco",442211,"right","A. Sabiri",3155,1996,11
"England",71,"Kane",NA,"Wilson",1652,"2000-03-11",178,"Defender","England",442310,"right","K. Wilson",NA,2000,3
"Northern Ireland",70,"Aiden",NA,"O'Neill",8310,"1998-07-04",178,"Midfielder","Australia",447043,"right","A. O'Neill",33117,1998,7
"England",68,"Phil",NA,"Foden",1625,"2000-05-28",175,"Midfielder","England",447205,"left","P. Foden",2420,2000,5
"England",70,"Nathan",NA,"Ferguson",39811,"2000-10-06",181,"Defender","England",447248,"right","N. Ferguson",2417,2000,10
"England",0,"Max",NA,"Melbourne",8519,"1998-10-24",0,"Defender","England",447252,"unknown","M. Melbourne",NA,1998,10
"England",64,"Rekeem",NA,"Harper",1627,"2000-03-08",188,"Midfielder","England",447254,"right","R. Harper",2417,2000,3
"England",0,"Rayhaan Rahim Amari",NA,"Tulloch",2325,"2001-01-20",0,"Forward","England",447267,"right","R. Tulloch",2415,2001,1
"England",70,"Beni",NA,"Baningime",1623,"1998-09-09",178,"Midfielder","Congo DR",447379,"right","B. Baningime",NA,1998,9
"Nigeria",71,"Michael",NA,"Obafemi",1619,"2000-07-06",169,"Forward","Ireland Republic",447538,"right","M. Obafemi",8274,2000,7
"England",0,"Nathan",NA,"Trott",39812,"1998-11-21",0,"Goalkeeper","Bermuda",447762,"unknown","N. Trott",2421,1998,11
"England",0,"Joy",NA,"Mukena",39926,"1999-07-03",0,"Defender","England",447782,"unknown","J. Mukena",NA,1999,7
"England",76,"Thomas",NA,"Edwards",1639,"1999-01-22",175,"Defender","England",447812,"right","T. Edwards",2421,1999,1
"England",67,"Ben",NA,"Johnson",2346,"2000-01-24",175,"Defender","England",447963,"right","B. Johnson",NA,2000,1
"Jamaica",76,"Tashan",NA,"Oakley-Boothe",39825,"2000-02-14",182,"Midfielder","England",447965,"right","T. Oakley-Boothe",NA,2000,2
"Belgium",70,"Julien",NA,"Ngoy",6411,"1997-11-02",185,"Forward","Belgium",448038,"right","J. Ngoy",5635,1997,11
"England",66,"Harvey",NA,"Barnes",1627,"1997-12-09",174,"Midfielder","England",448708,"right","H. Barnes",NA,1997,12
"Ghana",79,"Callum",NA,"Hudson-Odoi",39798,"2000-11-07",182,"Midfielder","England",450826,"right","C. Hudson-Odoi",2417,2000,11
"Spain",69,"Juan Marcos",NA,"Foyth",1624,"1998-01-12",182,"Defender","Argentina",456053,"right","J. Foyth",12274,1998,1
"Congo DR",72,"Aaron",NA,"Wan-Bissaka",1628,"1997-11-26",183,"Defender","England",486252,"right","A. Wan-Bissaka",2421,1997,11
"England",68,"Carl",NA,"Stewart",39926,"1997-05-02",174,"Midfielder","England",487048,"unknown","C. Stewart",NA,1997,5
"Ghana",79,"Michael",NA,"Folivi",39926,"1998-02-25",180,"Forward","England",487049,"right","M. Folivi",NA,1998,2
"England",73,"Kyle",NA,"Jameson",1749,"1998-09-11",186,"Defender","England",491343,"left","K. Jameson",NA,1998,9
"England",66,"Nya",NA,"Kirby",39916,"2000-01-31",173,"Midfielder","England",497988,"right","N. Kirby",2417,2000,1
"Congo DR",65,"Jason",NA,"Eyenga-Lokilo",3788,"1998-09-17",175,"Forward","Belgium",520317,"left","J. Eyenga-Lokilo",NA,1998,9
"Congo DR",71,"Levi",NA,"Lumeka",1690,"1998-09-05",170,"Forward","England",531655,"right","L. Lumeka",NA,1998,9
"England",0,"Dwight",NA,"McNeil",40023,"1999-11-22",0,"Midfielder","England",532949,"unknown","D. McNeil",NA,1999,11
"Germany",79,"Bastian",NA,"Schweinsteiger",7848,"1984-08-01",183,"Midfielder","Germany",14728,"right","B. Schweinsteiger",NA,1984,8
"Czech Republic",82,"Daniel",NA,"Pudil",1666,"1985-09-27",185,"Defender","Czech Republic",21351,"left","D. Pudil",11555,1985,9
"Wales",64,"Neil",NA,"Taylor",1614,"1989-02-07",176,"Defender","Wales",77544,"left","N. Taylor",NA,1989,2
"Wales",73,"Joe",NA,"Ledley",1647,"1987-01-23",183,"Midfielder","Wales",61963,"left","J. Ledley",NA,1987,1
"Wales",60,"Jonathan",NA,"Williams",1628,"1993-10-09",168,"Midfielder","England",8421,"right","J. Williams",NA,1993,10
"Ecuador",64,"Jefferson Antonio",NA,"Montero Vite",10531,"1989-09-01",169,"Midfielder","Ecuador",3599,"right","J. Montero",NA,1989,9
"Albania",76,"Shani",NA,"Tarashaj",6411,"1995-02-07",176,"Forward","Switzerland",134911,"right","S. Tarashaj",NA,1995,2
"Cameroon",68,"Clinton Mua",NA,"N'Jie",3771,"1993-08-15",175,"Forward","Cameroon",28123,"right","C. N'Jie",NA,1993,8
"Ireland Republic",75,"Conor",NA,"Masterson",39761,"1998-09-08",189,"Defender","Ireland Republic",302640,"right","C. Masterson",NA,1998,9
"England",65,"Ryan",NA,"Kent",8509,"1996-11-11",172,"Midfielder","England",343729,"right","R. Kent",NA,1996,11
"Italy",90,"Graziano",NA,"Pell\u00e8",9135,"1985-07-15",193,"Forward","Italy",20628,"right","G. Pell\u00e8",NA,1985,7
"Ireland Republic",60,"Stephen",NA,"Quinn",1710,"1986-04-01",168,"Midfielder","Ireland Republic",8658,"left","S. Quinn",NA,1986,4
"Spain",0,"Juan",NA,"Cruz Diaz Esp\u00f3sito",710,"2000-04-25",0,"Forward","Spain",568583,"unknown","Juan Cruz",NA,2000,4
"Brazil",0,"William",NA,"De Camargo",14517,"1999-02-27",0,"Midfielder","Brazil",559187,"unknown","William",NA,1999,2
"Spain",0,"Daniel",NA,"Rebollo Franco",785,"1999-01-01",0,"Goalkeeper","Spain",552486,"unknown","Rebollo",NA,1999,1
"Spain",0,"Miguel Angel",NA,"Rubio Lestan",27310,"1998-03-11",0,"Defender","Spain",500200,"unknown","Miguel",NA,1998,3
"Spain",73,"Augusto Mat\u00edas",NA,"Fern\u00e1ndez",9171,"1986-04-10",177,"Midfielder","Argentina",86623,"right","A. Fern\u00e1ndez",NA,1986,4
"Portugal",72,"Bruno Alexandre",NA,"Vilela Gama",12520,"1987-11-15",175,"Midfielder","Portugal",3394,"right","Bruno Gama",NA,1987,11
"Argentina",68,"Osvaldo Nicol\u00e1s Fabi\u00e1n",NA,"Gait\u00e1n",9192,"1988-02-23",174,"Midfielder","Argentina",70121,"left","N. Gait\u00e1n",NA,1988,2
"Spain",81,"Aythami",NA,"Artiles Oliva",709,"1986-04-02",185,"Defender","Spain",3372,"right","Aythami Artiles",NA,1986,4
"Slovakia",79,"Nicol\u00e1s Ezequiel",NA,"Gorosito",685,"1988-08-17",186,"Defender","Argentina",105024,"right","N. Gorosito",NA,1988,8
"Spain",69,"Jos\u00e9 Antonio",NA,"Garc\u00eda Rabasco",751,"1986-09-29",177,"Midfielder","Spain",4243,"right","Verza",NA,1986,9
"Spain",86,"Juan",NA,"Torres Ruiz",714,"1989-11-26",186,"Defender","Spain",3468,"right","Juan Cala",NA,1989,11
"Nigeria",67,"Olarenwaju Ayoba",NA,"Kayode",14504,"1993-05-08",176,"Forward","Nigeria",50272,"right","O. Kayode",NA,1993,5
"Spain",76,"Alejandro",NA,"Arribas Garrido",15420,"1989-05-01",182,"Defender","Spain",4329,"right","A. Arribas",NA,1989,5
"Serbia",70,"Aleksandar",NA,"Katai",7848,"1991-02-06",179,"Midfielder","Serbia",127719,"right","A. Katai",NA,1991,2
"Congo DR",74,"C\u00e9dric",NA,"Bakambu",9130,"1991-04-11",182,"Forward","France",25472,"right","C. Bakambu",NA,1991,4
"Cape Verde Islands",83,"Tiago Manuel",NA,"Dias Correia",713,"1990-07-12",190,"Midfielder","Portugal",32601,"right","Beb\u00e9",NA,1990,7
"Spain",67,"Jonathan",NA,"Viera Ramos",9130,"1989-09-21",171,"Midfielder","Spain",4379,"right","Jonathan Viera",NA,1989,9
"Spain",76,"Jonathan",NA,"Rodr\u00edguez Men\u00e9ndez",696,"1991-07-09",179,"Midfielder","Spain",6684,"left","Jony",NA,1991,7
"Spain",75,"\u00c1lvaro",NA,"Garc\u00eda V\u00e1zquez",689,"1991-04-27",182,"Forward","Spain",3804,"right","\u00c1lvaro V\u00e1zquez",NA,1991,4
"Spain",71,"Hern\u00e1n Daniel",NA,"Santana Trujillo",697,"1990-08-26",181,"Midfielder","Spain",4366,"right","Hern\u00e1n",NA,1990,8
"Paraguay",71,"\u00d3scar David",NA,"Romero Villamayor",9134,"1992-07-04",176,"Midfielder","Paraguay",114055,"left","\u00d3scar Romero",15516,1992,7
"Spain",65,"Miguel \u00c1ngel",NA,"Garrido Cifuentes",683,"1990-10-05",174,"Defender","Spain",5327,"right","Miguel Cifuentes",NA,1990,10
"Colombia",79,"Juan Jos\u00e9",NA,"Narv\u00e1ez Solarte",708,"1995-02-12",181,"Midfielder","Colombia",91122,"right","J. Narv\u00e1ez",NA,1995,2
"Spain",67,"Robert",NA,"Ib\u00e1\u00f1ez Castro",698,"1993-03-22",175,"Midfielder","Spain",4880,"right","Robert Iba\u00f1ez",NA,1993,3
"Ivoire""",69,"Mamadou",NA,"Kon\u00e9",683,"1991-12-25",176,"Forward","Ivoire""",3711,"right","M. Kon\u00e9",NA,1991,12
"Denmark",72,"Andrew",NA,"Hjulsager",692,"1995-01-15",175,"Midfielder","Denmark",135113,"right","A. Hjulsager",NA,1995,1
"Spain",82,"Ander",NA,"Cantero Armend\u00e1riz",751,"1995-01-09",189,"Goalkeeper","Spain",6322,"left","Ander Cantero",NA,1995,1
"Spain",65,"Manuel Jes\u00fas",NA,"V\u00e1zquez Florido",792,"1991-01-25",177,"Forward","Spain",4052,"left","Chuli",NA,1991,1
"Spain",69,"Ager",NA,"Aketxe Barrutia",700,"1993-12-30",175,"Midfielder","Spain",167117,"left","Ager Aketxe",NA,1993,12
"Dominican Republic",66,"Luis Miguel",NA,"Quezada S\u00e1nchez",709,"1996-02-11",171,"Defender","Spain",217834,"left","Luismi Quezada",NA,1996,2
"Spain",70,"Roberto",NA,"Olabe del Arco",792,"1996-05-05",175,"Midfielder","Spain",240681,"left","Roberto Olabe",NA,1996,5
"Cameroon",79,"Aldo",NA,"One Esteve",859,"1996-01-05",183,"Defender","Spain",247150,"left","One",NA,1996,1
"Spain",70,"Mat\u00edas Nahuel",NA,"Leiva Esquivel",12509,"1996-11-22",172,"Midfielder","Argentina",254188,"right","Mat\u00edas Nahuel",NA,1996,11
"Argentina",72,"Walter Iv\u00e1n",NA,"Montoya",15408,"1993-06-21",172,"Midfielder","Argentina",253551,"right","W. Montoya",NA,1993,6
"Spain",68,"Mario",NA,"Gonz\u00e1lez Guti\u00e9rrez",862,"1996-02-25",182,"Forward","Spain",257006,"right","Mario Gonz\u00e1lez",NA,1996,2
"Argentina",60,"Leonardo Gabriel",NA,"Su\u00e1rez",690,"1996-03-03",167,"Midfielder","Argentina",256854,"left","L. Su\u00e1rez",NA,1996,3
"Spain",72,"Francisco Borja",NA,"Lasso de la Vega Gay\u00e1n",680,"1994-01-01",178,"Midfielder","Spain",263092,"right","Borja Lasso",NA,1994,1
"Italy",77,"Emanuel",NA,"Cecchini",12056,"1996-12-24",180,"Midfielder","Argentina",266312,"right","E. Cecchini",NA,1996,12
"Spain",72,"Carlos",NA,"Fern\u00e1ndez Luna",677,"1996-05-22",185,"Forward","Spain",278324,"right","Carlos Fern\u00e1ndez",1604,1996,5
"Spain",69,"Enrique",NA,"Fornos Dom\u00ednguez",859,"1997-01-01",181,"Defender","Spain",278248,"right","Quique Fornos",NA,1997,1
"Spain",70,"Imanol",NA,"Sarriegi Isasa",16722,"1995-04-27",182,"Midfielder","Spain",279570,"right","Imanol Sarriegi",NA,1995,4
"Spain",0,"Sergio",NA,"Gonz\u00e1lez Test\u00f3n",59787,"1995-05-26",181,"Defender","Spain",279548,"left","Sergi",NA,1995,5
"Senegal",61,"Arona",NA,"San\u00e9",9492,"1995-06-21",173,"Midfielder","Senegal",279556,"right","A. San\u00e9",NA,1995,6
"Spain",73,"Carles",NA,"Ale\u00f1\u00e0 Castillo",676,"1998-01-05",180,"Midfielder","Spain",282442,"left","Carles Ale\u00f1\u00e0",NA,1998,1
"Albania",66,"Keidi",NA,"Bare",710,"1997-08-28",174,"Midfielder","Albania",286030,"right","K. Bare",NA,1997,8
"Spain",77,"Alexander",NA,"Mesa Travieso",707,"1995-02-05",178,"Forward","Spain",293857,"right","Nano",NA,1995,2
"Spain",72,"Daniel",NA,"Molina Orta",718,"1996-03-14",183,"Midfielder","Spain",293856,"left","Dani Molina",NA,1996,3
"Spain",70,"Borja",NA,"Herrera Gonz\u00e1lez",831,"1993-01-08",178,"Defender","Spain",298385,"left","Borja Herrera",NA,1993,1
"Spain",78,"Juan",NA,"Soriano Oropesa",680,"1997-08-23",185,"Goalkeeper","Spain",302547,"left","Juan Soriano",NA,1997,8
"Spain",0,"Antonio",NA,"Montoro Rodr\u00edguez",719,"1997-05-10",0,"Defender","Spain",302548,"right","Montoro",NA,1997,5
"Spain",70,"Jos\u00e9 Manuel",NA,"Arn\u00e1iz D\u00edaz",712,"1995-04-15",175,"Forward","Spain",339857,"right","Jos\u00e9 Arn\u00e1iz",NA,1995,4
"Spain",69,"\u00c1lvaro",NA,"Tejero Sacrist\u00e1n",685,"1996-07-20",174,"Defender","Spain",344104,"right","\u00c1lvaro Tejero",NA,1996,7
"Spain",69,"Markel",NA,"Areitio Cedr\u00fan",936,"1996-09-07",180,"Goalkeeper","Spain",344056,"right","Markel Areitio",NA,1996,9
