Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
1995-0370-MYS,1995,370,,Natural,Climatological,Wildfire,Forest fire,,,Malaysia,MYS,South-Eastern Asia,Asia,Palau Gaya (Borneo),,,,,,,,,Km2,,,,,1995,5,3,1995,5,3,,,,3000,3000,,,,,,,56.23630002,,,,
1995-9269-NAM,1995,9269,,Natural,Climatological,Drought,Drought,,,Namibia,NAM,Southern Africa,Africa,,,,,,,,,,Km2,,,,,1995,,,1996,,,,,163200,,163200,,,,,,,56.23630002,,,,
1996-9119-DJI,1996,9119,,Natural,Climatological,Drought,Drought,,,Djibouti,DJI,Eastern Africa,Africa,"Gouvetto, Kabah-Kabah, Assamo, Guestir, Ali-Addeh, Hol-Hol (Ali-Sabieh dist.), Yokobi, Asseyla (Dikhil dist.), Makrassoul, Dorba, Assa-Guela, Dabnou, Adgueno, Assal, Neima, Debne-Auri, Bahlo (Tadjourah dist.), Adguenou (Obock dist.), Damerjob, Artawea",Lack rainfall,,,,Yes,No,70,,Km2,,,,,1996,2,,1996,,,,,100000,,100000,,,,,,,57.88470588,,,,
1996-9328-IND,1996,9328,,Natural,Climatological,Drought,Drought,,,India,IND,Southern Asia,Asia,Rajasthan,,,,,No,No,,72000,Km2,,,,,1996,3,,1996,4,,,,,,,,,,,542400,937035,57.88470588,,,,
1996-9326-KEN,1996,9326,,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,"Garissa, Isiolo, Wajir, Mandera, Turkana, Baringo, Kifili, Meru, Makueni, Marsabit/moyale, Tana river, Kitui, Mwingi, Mbere, Tharaka Nithi, Nyambene, Machakos, Taita Taveta, Muranga/Makuyu/Maragwa, Kajiado, Kilifi districts",,,,Yes,Yes,Yes,32256,,Km2,,,,,1997,1,,1998,,,,,1600000,,1600000,,,,,,,57.88470588,,,,
1996-9097-MEX,1996,9097,,Natural,Climatological,Drought,Drought,,,Mexico,MEX,Central America,Americas,North,,,,,No,No,,,Km2,,,,,1996,5,,1996,,,,,,,,,,,,1200000,2073086,57.88470588,,,,
1996-0074-MNG,1996,74,,Natural,Climatological,Wildfire,Forest fire,,,Mongolia,MNG,Eastern Asia,Asia,"Huvsgul, Bulgan, Arkhangai, Khentii, Tuv, Dornod, Uvs",,,,,No,No,2651,80000,Km2,,,,,1996,4,8,1996,5,9,25,61,5000,,5061,,,,,1712800,2958985,57.88470588,,,,
1997-9244-IDN,1997,9244,,Natural,Climatological,Drought,Drought,,,Indonesia,IDN,South-Eastern Asia,Asia,Irian Jaya Province,El Nino,Wildfire,Famine,,No,No,12741,4891,Km2,,,,,1997,9,,1997,11,,672,,1065000,,1065000,,,,,88000,148554,59.23786573,,,,
1997-9099-NER,1997,9099,,Natural,Climatological,Drought,Drought,,,Niger (the),NER,Western Africa,Africa,,,Food shortage,Famine,,Yes,No,,,Km2,,,,,1997,4,,1998,,,,,8500,,8500,,,,,,,59.23786573,,,,
1997-9100-MRT,1997,9100,,Natural,Climatological,Drought,Drought,,,Mauritania,MRT,Western Africa,Africa,"Brakna, Tagant, Assaba, Adrar and Inchiri regions",,Crop failure,Famine,Yes,Yes,No,,,Km2,,,,,1997,3,,1998,,,,,21400,,21400,,,,,,,59.23786573,,,,
1997-9023-ECU,1997,9023,,Natural,Climatological,Drought,Drought,,,Ecuador,ECU,South America,Americas,"Celica, Macara, Puyango, Pindal, Sozoranga, Zapotillo counties (Loja province), Arenillas, Las Lajas, Huaquillas counties (El Oro province)",Lack rainfall,,,,No,Yes,89,,Km2,,,,,1997,2,,1997,,,,,34000,,34000,,,,,,,59.23786573,,,,
1997-9091-ETH,1997,9091,,Natural,Climatological,Drought,Drought,,,Ethiopia,ETH,Eastern Africa,Africa,"Borena, Bale (Oromiya state) South Ome zone, Somali state",,,,,No,No,,,Km2,,,,,1997,2,,1997,,,,,986200,,986200,,,,,,,59.23786573,,,,
1997-0159-FRA,1997,159,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,Near Marseille,,,,,,,,3000,Km2,,,,,1997,7,26,1997,7,26,,9,1250,,1259,,,,,,,59.23786573,,,,
1997-9105-FRA,1997,9105,,Natural,Climatological,Drought,Drought,,,France,FRA,Western Europe,Europe,,,,,,No,No,,,Km2,,,,,1997,4,,1997,,,,,,,,,,,,10000,16881,59.23786573,,,,
1997-9074-GUY,1997,9074,,Natural,Climatological,Drought,Drought,,,Guyana,GUY,South America,Americas,Rupununi Region,El Nino,,,,No,Yes,1714,,Km2,,,,,1997,7,,1998,,,,,607200,,607200,,,,,29000,48955,59.23786573,,,,
1997-9305-HND,1997,9305,,Natural,Climatological,Drought,Drought,,,Honduras,HND,Central America,Americas,"Choluteca, Valle, Francisco Morazan, El Paraíso, Comayagua departments",,,,,No,No,10,,Km2,,,,,1997,12,,1997,,,,,,,,,,,,,,59.23786573,,,,
1997-0157-HRV,1997,157,,Natural,Climatological,Wildfire,Forest fire,,,Croatia,HRV,Southern Europe,Europe,Hvar Is.,,,,,,,,30,Km2,,,,,1997,7,29,1997,7,29,,,,,,,,,,,,59.23786573,,,,
1997-0220-IDN,1997,220,,Natural,Climatological,Wildfire,Forest fire,,,Indonesia,IDN,South-Eastern Asia,Asia,Sumatra & Kalimantan,,,,,,,12542,800,Km2,,,,,1997,9,,1997,9,,240,70,32000,,32070,,,,,8000000,13504875,59.23786573,,,,
1997-9105-ITA,1997,9105,,Natural,Climatological,Drought,Drought,,,Italy,ITA,Southern Europe,Europe,,,,,,No,No,,,Km2,,,,,1997,4,,1997,,,,,,,,,,,,800000,1350488,59.23786573,,,,
1997-0206-KAZ,1997,206,,Natural,Climatological,Wildfire,Forest fire,,,Kazakhstan,KAZ,Central Asia,Asia,"Kokpektynsky, Ulansky, Ziryanovsky, Kurchumsky, Zaisansky & Katon-Karagaisky",,,,,,,,110,Km2,,,,,1997,8,17,1997,8,17,,,8000,,8000,,,,,,,59.23786573,,,,
1997-0220-MYS,1997,220,,Natural,Climatological,Wildfire,Forest fire,,,Malaysia,MYS,South-Eastern Asia,Asia,,,,,,No,No,,,Km2,,,,,1997,8,21,1997,11,20,,,,,,,,,,300000,506433,59.23786573,,,,
1997-9227-NIC,1997,9227,,Natural,Climatological,Drought,Drought,,,Nicaragua,NIC,Central America,Americas,"Mozonte, Ocotal, Santa Maria de Macuelito, San Lucas, Somoto, Yalaguina, Achuapa, Santa Rosa del Penon, Palacaguina, Totogalpa, San Juan de Limay, San Nicolas, Larreynaga, El Sauce, El Jicaral, San Francisco, San Pedro, Villanueva, Santo Tomas, Somototill",El Nino,,,,Yes,No,164,134,Km2,,,,,1997,9,,1997,,,,,290000,,290000,,,,,2000,3376,59.23786573,,,,
1997-0210-PER,1997,210,,Natural,Climatological,Wildfire,Forest fire,,,Peru,PER,South America,Americas,Machu Picchu,,,,,,,,6,Km2,,,,,1997,9,7,1997,9,7,,,1000,,1000,,,,,,,59.23786573,,,,
1998-0230-GRC,1998,230,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Greece,GRC,Southern Europe,Europe,"Central, North and South",,Heat wave,,,No,No,,,Km2,,,,,1998,6,,1998,8,,14,,,300,300,,,,,675000,1122056,60.15741089,,,,
1998-0124-MEX,1998,124,,Natural,Climatological,Wildfire,Forest fire,,,Mexico,MEX,Central America,Americas,"Chipias, Oaxaca, Chimalapas, Puebla, Veracruz",,Heat wave,,Yes,No,No,,2448,Km2,,,,,1998,4,1,1998,6,26,50,,,,,,,,,8000,13298,60.15741089,,,,
1998-0231-ESP,1998,231,,Natural,Climatological,Wildfire,Forest fire,,,Spain,ESP,Southern Europe,Europe,Catalonia,,,,,No,No,,270,Km2,,,,,1998,7,,1998,7,,,,600,,600,,,,,42108,69996,60.15741089,,,,
1998-0083-GNB,1998,83,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Guinea-Bissau,GNB,Western Africa,Africa,Gabu region,,,,,,,,,Km2,,,,,1998,2,16,1998,2,16,3,,1200,300,1500,,,,,,,60.15741089,,,,
1998-0057-IDN,1998,57,,Natural,Climatological,Wildfire,Forest fire,,,Indonesia,IDN,South-Eastern Asia,Asia,Kalimatan Province (Borneo Isl.),,,,,No,No,11730,4428,Km2,,,,,1998,3,,1998,4,,3,,2000,,2000,,,,,1300000,2160997,60.15741089,,,,
1998-0057-MYS,1998,57,,Natural,Climatological,Wildfire,Forest fire,,,Malaysia,MYS,South-Eastern Asia,Asia,,,,,,No,No,,,Km2,,,,,1998,3,4,1998,5,30,,,,,,,,,,2000,3325,60.15741089,,,,
1998-0088-PHL,1998,88,,Natural,Climatological,Wildfire,Forest fire,,,Philippines (the),PHL,South-Eastern Asia,Asia,Quezeon & Rizal,,,,Yes,,,,200,Km2,,,,,1998,4,2,1998,4,2,2,,300,,300,,,,,,,60.15741089,,,,
1994-9162-PRI,1994,9162,,Natural,Climatological,Drought,Drought,,,Puerto Rico,PRI,Caribbean,Americas,,,,,,No,No,,,Km2,,,,,1994,7,,1994,9,,,,,,,,,,,2000,3656,54.70169254,,,,
1994-9162-SLV,1994,9162,,Natural,Climatological,Drought,Drought,,,El Salvador,SLV,Central America,Americas,,,,,,No,No,,,Km2,,,,,1994,7,,1994,9,,,,,,,,,,,1000,1828,54.70169254,,,,
1994-0149-USA,1994,149,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,Los Angeles,,,,,,,,,Km2,,,,,1994,6,27,1994,6,27,,2,200,30,232,,,,,2000,3656,54.70169254,,,,
1994-0154-USA,1994,154,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,Colorado,,,,,,,,607,Km2,,,,,1994,7,6,1994,7,6,13,,,,,,,,,,,54.70169254,,,,
1994-0192-USA,1994,192,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"California, Montana, Iadaho, Oregon, Utah, Nevada, Washington states",,,,,,,,10000,Km2,,,,,1994,8,6,1994,8,6,,,1200,,1200,,,,,,,54.70169254,,,,
1995-9436-ZAF,1995,9436,,Natural,Climatological,Drought,Drought,,,South Africa,ZAF,Southern Africa,Africa,Nebo District (Northern provinces),,,,,,,,,Km2,,,,,1995,12,,1995,,,,,300000,,300000,,,,,,,56.23630002,,,,
1995-9268-ZMB,1995,9268,,Natural,Climatological,Drought,Drought,,,Zambia,ZMB,Eastern Africa,Africa,"Southern, Western, Central & Eastern Lusaka Provinces",,,,,,,,,Km2,,,,,1995,8,,1995,,,,,1273204,,1273204,,,,,,,56.23630002,,,,
1996-9326-TZA,1996,9326,,Natural,Climatological,Drought,Drought,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Lake Victoria, North East, Coastal Region",,Food shortage,Water shortage,,No,No,,,Km2,,,,,1996,,,2000,,,,,3000000,,3000000,,,,,,,57.88470588,,,,
1996-9089-RWA,1996,9089,,Natural,Climatological,Drought,Drought,,,Rwanda,RWA,Eastern Africa,Africa,Ginkongoro,,Food shortage,Famine,,Yes,No,,,Km2,,,,,1996,12,,1997,,,,,82000,,82000,,,,,,,57.88470588,,,,
1996-0100-RUS,1996,100,,Natural,Climatological,Wildfire,Forest fire,,,Russian Federation (the),RUS,Eastern Europe,Europe,Irkoutz (Siberia),,,,,No,No,,80000,Km2,,,,,1996,5,,1996,5,,19,,,600,600,,,,,,,57.88470588,,,,
1996-9220-SDN,1996,9220,,Natural,Climatological,Drought,Drought,,,Sudan (the),SDN,Northern Africa,Africa,Beja (Red Sea state),,,,,No,No,,,Km2,,,,,1996,12,,1996,,,,,160000,,160000,,,,,,,57.88470588,,,,
1996-0175-TUR,1996,175,,Natural,Climatological,Wildfire,Forest fire,,,Turkey,TUR,Western Asia,Asia,Near Marmaris,,,,,,,,15,Km2,,,,,1996,7,31,1996,7,31,,,500,,500,,,,,,,57.88470588,,,,
1996-0250-USA,1996,250,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,California,,,,,,,,81,Km2,,,,,1996,10,19,1996,10,19,,,,,,,,,,8500,14684,57.88470588,,,,
1996-0452-USA,1996,452,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,"Texas, Kensas, Oklahoma",,,,,,,,1000,Km2,,,,,1996,2,24,1996,2,24,1,50,,,50,,,,,,,57.88470588,,,,
1997-9263-PNG,1997,9263,,Natural,Climatological,Drought,Drought,,,Papua New Guinea,PNG,Melanesia,Oceania,"Milne Bay, Morobe, Madang, East",El Nino,Wildfire,,Yes,No,No,17528,452800,Km2,,,,,1997,9,,1998,,,60,,500000,,500000,,,,,,,59.23786573,,,,
1997-9300-SLB,1997,9300,,Natural,Climatological,Drought,Drought,,,Solomon Islands,SLB,Melanesia,Oceania,"Choiseul, Isabel, Western, Central provinces",,Water shortage,,,No,No,,,Km2,,,,,1997,11,,1997,,,,,,,,,,,,,,59.23786573,,,,
1997-9525-VNM,1997,9525,,Natural,Climatological,Drought,Drought,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Tri, Quang Binh, Quang Ngai, Quang Nam, Ha Tinh, Nghe An, Binh Dinh, Gia Lai, Kon Tun provinces",,Food shortage,,,Yes,No,85,,Km2,,,,,1997,12,,1998,6,,,,3000000,,3000000,,,,,407000,687061,59.23786573,,,,
1997-9043-TCD,1997,9043,,Natural,Climatological,Drought,Drought,,,Chad,TCD,Middle Africa,Africa,,Lack of rainfall,Crop failure,,,No,No,,,Km2,,,,,1997,,,1997,,,,,356000,,356000,,,,,,,59.23786573,,,,
1997-0264-PNG,1997,264,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Papua New Guinea,PNG,Melanesia,Oceania,,,,,,,,,,Km2,,,,,1997,9,23,1997,9,23,,,8000,,8000,,,,,,,59.23786573,,,,
1997-9105-PRT,1997,9105,,Natural,Climatological,Drought,Drought,,,Portugal,PRT,Southern Europe,Europe,,,,,,No,No,,,Km2,,,,,1997,4,,1997,,,,,,,,,,,,10000,16881,59.23786573,,,,
1997-0113-RUS,1997,113,,Natural,Climatological,Wildfire,Forest fire,,,Russian Federation (the),RUS,Eastern Europe,Europe,Irkutsk & Chita Region,,,,,,,,72,Km2,,,,,1997,5,9,1997,5,9,,,,,,,,,,,,59.23786573,,,,
1997-0194-RUS,1997,194,,Natural,Climatological,Wildfire,Forest fire,,,Russian Federation (the),RUS,Eastern Europe,Europe,"Altay Territory, Siberia",,,,,,,,100,Km2,,,,,1997,7,14,1997,7,14,14,,,,,,,,,,,59.23786573,,,,
1997-0262-TZA,1997,262,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,Mount Kilimanjaro,,,,,,,373,50,Km2,,,,,1997,10,2,1997,10,2,,,,,,,,,,,,59.23786573,,,,
1997-0174-USA,1997,174,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,California,,,,,,,,57,Km2,,,,,1997,8,9,1997,8,9,,,700,,700,,,,,2500,4220,59.23786573,,,,
1997-0219-USA,1997,219,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,California,,,,,,,,5,Km2,,,,,1997,9,14,1997,9,14,,,300,,300,,,,,,,59.23786573,,,,
1998-9153-BFA,1998,9153,,Natural,Climatological,Drought,Drought,,,Burkina Faso,BFA,Western Africa,Africa,,,Food shortage,,,No,No,,,Km2,,,,,1998,3,,1998,,,,,20700,,20700,,,,,,,60.15741089,,,,
1998-0300-RUS,1998,300,,Natural,Climatological,Wildfire,Forest fire,,,Russian Federation (the),RUS,Eastern Europe,Europe,Sakhalin Isl.,,,,Yes,No,No,744,5000,Km2,,,,,1998,7,20,1998,10,21,3,,100000,683,100683,,,,,270000,448823,60.15741089,,,,
1998-0185-USA,1998,185,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,Florida,,,,,No,No,,1052,Km2,,,,,1998,5,25,1998,7,5,1,124,40000,,40124,,,62500,103894,276000,458796,60.15741089,,,,
1998-0286-USA,1998,286,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,San Diego county (California),,,,,,,,24,Km2,,,,,1998,8,31,1998,8,31,,,132,,132,,,,,4500,7480,60.15741089,,,,
1998-0306-USA,1998,306,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,California,,,,,,,,85,Km2,,,,,1998,10,5,1998,10,5,1,,600,,600,,,,,600,997,60.15741089,,,,
1998-0319-USA,1998,319,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,California,,,,,,,,137,Km2,,,,,1998,10,20,1998,10,20,,,300,65,365,,,,,,,60.15741089,,,,
1998-9114-BRA,1998,9114,,Natural,Climatological,Drought,Drought,,,Brazil,BRA,South America,Americas,"Nord East, Piaui State",El Nino,,,,No,Yes,,,Km2,,,,,1998,4,,1999,,,,,10000000,,10000000,,,,,122000,202801,60.15741089,,,,
1999-0195-AFG,1999,195,,Natural,Climatological,Wildfire,Forest fire,,,Afghanistan,AFG,Southern Asia,Asia,"Badil, Sholake, Hadwal, Dara Pech (settlements) - Kunar Province",,,,,,,,160,Km2,,,,,1999,6,12,1999,6,12,,,,,,,,,,,,61.47366718,,,,
1999-0048-ARG,1999,48,,Natural,Climatological,Wildfire,Forest fire,,,Argentina,ARG,South America,Americas,Patagonia Province,,,,,,,,372,Km2,,,,,1999,1,,1999,1,,,,,,,,,,,,,61.47366718,,,,
1999-0001-AUS,1999,1,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,"Victoria, South Australia",,,,,,,,1000,Km2,,,,,1999,1,,1999,1,,1,,2000,,2000,,,,,,,61.47366718,,,,
1999-9388-BDI,1999,9388,,Natural,Climatological,Drought,Drought,,,Burundi,BDI,Eastern Africa,Africa,"Bugabira, Busoni, Kirundo, Ntega districts (Kirundo province), Gihanga district (Bubanza province), Rumonge district (Bururi province), Buganda, Rugombo districts (Cibitoke province), Gitega, Ruyigi, Karuzi, Rutana, Makamba, Muyinga, Cankuzo provinces",,,,,,,,,Km2,,,,,1999,10,,2001,,,6,,650000,,650000,,,,,,,61.47366718,1;2,40546;40548;40549;40552;40554;40557;40558,40596;40605;40610;40638;40639;40642;40643;48356,"Cankuzo, Gitega, Karuzi, Makamba, Muyinga, Rutana, Ruyigi (Adm1). Bugabira, Buganda, Busoni, Gihanga, Kirundo, Ntega, Rugombo, Rumonge (Adm2)."
1999-0273-BOL,1999,273,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Bolivia (Plurinational State of),BOL,South America,Americas,"Ascension De Guarayos, San Ignacio De Moxos, Canandoa",,,,,,,1304,1416,Km2,,,,,1999,8,13,1999,8,13,3,,3500,2800,6300,,,,,,,61.47366718,,,,
1999-0329-BRA,1999,329,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Brazil,BRA,South America,Americas,"Mato Grosso, Mato Grosso do Sul",,,,,,,,1500,Km2,,,,,1999,9,,1999,9,,,,,,,,,,,,,61.47366718,,,,
1999-0117-BTN,1999,117,,Natural,Climatological,Wildfire,Forest fire,,,Bhutan,BTN,Southern Asia,Asia,,,,,,,,,121,Km2,,,,,1999,1,,1999,1,,,,,,,,,,,3500,5693,61.47366718,,,,
1999-0145-CAN,1999,145,,Natural,Climatological,Wildfire,Forest fire,,,Canada,CAN,Northern America,Americas,"Manitoba, Ontario",,,,,,,,80,Km2,,,,,1999,3,5,1999,3,5,,,1500,,1500,,,,,,,61.47366718,,,,
1999-0013-CHL,1999,13,,Natural,Climatological,Wildfire,Forest fire,,,Chile,CHL,South America,Americas,"San Fernando, Bio-Bio",,,,,,,,400,Km2,,,,,1999,1,2,1999,1,2,,,,1000,1000,,,,,280000,455480,61.47366718,,,,
1999-0103-CHN,1999,103,,Natural,Climatological,Wildfire,Forest fire,,,China,CHN,Eastern Asia,Asia,"Fenyang, Wenshui (Shanxi Province)",,,,,,,,1,Km2,,,,,1999,4,3,1999,4,3,23,,,,,,,,,,,61.47366718,,,,
2000-9186-AFG,2000,9186,,Natural,Climatological,Drought,Drought,,,Afghanistan,AFG,Southern Asia,Asia,"Kandahar, Hilmand, Nimroz, Zabul, Uruzgan provinces (south-west), Hirat, Farah, Badghis provinces (west), Paktika, Khost, Ghazni provinces (south), Baghlan, Kunduz, Takhar, Badakhshan provinces (north-east)",,Water shortage,Famine,,Yes,,715539,,Km2,,,,,2000,5,,2002,,,37,,2580000,,2580000,,,,,50,79,63.54954734,1,272;273;274;277;279;281;282;285;287;289;293;295;300;303;99881,,"Badakhshan, Badghis, Baghlan, Farah, Ghazni, Hilmand, Hirat, Kandahar, Khost, Kunduz, Nimroz, Paktika, Takhar, Uruzgan, Zabul (Adm1)."
2000-9495-ARM,2000,9495,,Natural,Climatological,Drought,Drought,,,Armenia,ARM,Western Asia,Asia,"Ararat, Armavir, Gergharkunik, Aragatsotn, Shirak, Kotayk, Tavush, Lori provinces",,Heat wave,,,Yes,,16545,1720,Km2,,,,,2000,6,,2000,,,,,297000,,297000,,,,,100000,157358,63.54954734,1,453;454;455;456;457;458;460;462,,"Aragatsotn, Ararat, Armavir, Gergharkunik, Kotayk, Lori, Shirak, Tavush (Adm1)."
2000-9537-BIH,2000,9537,,Natural,Climatological,Drought,Drought,,,Bosnia and Herzegovina,BIH,Southern Europe,Europe,"Federacija Bosne I Hercegovine, Republika Srpska provinces",Lack of rain,Heat wave,,,,,,,Km2,,,,,2000,8,,2000,,,,,,,,,,,,158000,248625,63.54954734,1,652;653,,"Federacija Bosne I Hercegovine, Republika Srpska (Adm1)."
2000-0853-ARG,2000,853,,Natural,Climatological,Wildfire,Forest fire,,,Argentina,ARG,South America,Americas,"La Pampa, Mendoza, San Luis, Formosa provinces",,,,,,,,20500,Km2,,,,,2000,12,,2000,12,,8,,,,,,,,,,,63.54954734,1,437;439;441;447,,"Formosa, La Pampa, Mendoza, San Luis (Adm1)."
2000-0659-AUS,2000,659,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,"Ashfield (A), Auburn (C), Bankstown (C), Botany Bay (C), Burwood (A), Canada Bay (A), Canterbury (C), Holroyd (C), Hunters Hill (A), Hurstville (C), Kogarah (C), Ku-ring-gai (A), Lane Cove (A), Leichhardt (A), Manly (A), Marrickville (A), Mosman (A), North Sydney (A), Parramatta (C), Pittwater (A), Randwick (C), Rockdale (C), Ryde (C), Strathfield (A), Sutherland Shire (A), Sydney (C), Warringah (A), Waverley (A), Willoughby (C), Woollahra (A) districts (New South Wales province)",,,,,,,,,Km2,,,,,2000,10,,2000,10,,,,200,,200,,,,,,,63.54954734,2,,4944;4945;4948;4963;4967;4972;5020;5023;5024;5030;5031;5035;5044;5045;5048;5060;5066;5069;5073;5075;5076;5085;5086;5104;5105;5109;5114;143252;154629;154637,"Ashfield (A), Auburn (C), Bankstown (C), Botany Bay (C), Burwood (A), Canada Bay (A), Canterbury (C), Holroyd (C), Hunters Hill (A), Hurstville (C), Kogarah (C), Ku-ring-gai (A), Lane Cove (A), Leichhardt (A), Manly (A), Marrickville (A), Mosman (A), North Sydney (A), Parramatta (C), Pittwater (A), Randwick (C), Rockdale (C), Ryde (C), Strathfield (A), Sutherland Shire (A), Sydney (C), Warringah (A), Waverley (A), Willoughby (C), Woollahra (A) (Adm2)."
2000-9495-AZE,2000,9495,,Natural,Climatological,Drought,Drought,,,Azerbaijan,AZE,Western Asia,Asia,"Absheron, Aran, Daghlig Shirvan, Ganja-Gazakh, Guba-Khachmaz, Kalbajar-Lachin, Lankaran, Nakhchivan, Shaki-Zaqatala, Yukhari Garabakh provinces",,,,,,,,,Km2,,,,,2000,10,,2000,,,,,,,,,,,,100000,157358,63.54954734,1,147297;147298;147299;147300;147301;147302;147303;147304;147305;147306,,"Absheron, Aran, Daghlig Shirvan, Ganja-Gazakh, Guba-Khachmaz, Kalbajar-Lachin, Lankaran, Nakhchivan, Shaki-Zaqatala, Yukhari Garabakh (Adm1)."
2000-0407-BGR,2000,407,,Natural,Climatological,Wildfire,Forest fire,,,Bulgaria,BGR,Eastern Europe,Europe,"Haskovo, Jambol, Burgas, Stara Zagora, Plovdiv provinces",,,,,,,,36,Km2,,,,,2000,7,1,2000,7,1,7,17,,150,167,,,,,17600,27695,63.54954734,1,703;706;707;715;724,,"Burgas, Haskovo, Jambol, Plovdiv, Stara Zagora (Adm1)."
2000-9788-BGR,2000,9788,,Natural,Climatological,Drought,Drought,,,Bulgaria,BGR,Eastern Europe,Europe,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca",,,,,,,,,Km2,,,,,2000,3,,2001,,,,,,,,,,,,,,63.54954734,1,702;703;704;705;706;707;708;709;710;711;712;713;714;715;716;717;718;719;720;721;722;723;724;725;726;727;728;729,,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca (Adm1)."
2000-9881-BOL,2000,9881,,Natural,Climatological,Drought,Drought,,,Bolivia (Plurinational State of),BOL,South America,Americas,Gran Chaco district (Tarija province),,,,Yes,,,,,Km2,,,,,2000,4,,2000,,,,,20000,,20000,,,,,,,63.54954734,2,,40539,Gran Chaco (Adm2).
1998-9346-CPV,1998,9346,,Natural,Climatological,Drought,Drought,,,Cabo Verde,CPV,Western Africa,Africa,"Praia (Santiago Isl.), Fogo Isl., San Vicente, San Nicolau and Sal.",,Food shortage,Famine,,No,No,,,Km2,,,,,1998,3,,1998,,,,,10000,,10000,,,,,,,60.15741089,,,,
1998-9670-IRQ,1998,9670,,Natural,Climatological,Drought,Drought,,,Iraq,IRQ,Western Asia,Asia,,,Water shortage,,,No,No,,,Km2,,,,,1998,,,2001,,,,,,,,,,,,,,60.15741089,,,,
1998-9210-CUB,1998,9210,,Natural,Climatological,Drought,Drought,,,Cuba,CUB,Caribbean,Americas,"Guantanamo, Las Tuna, Holguin, Santiago de Cuba, Granma, Matanzas Provinces",,Food shortage,,,No,No,,994,Km2,,,,,1998,1,,1998,,,,,820000,,820000,,,,,180000,299215,60.15741089,,,,
1998-9330-GIN,1998,9330,,Natural,Climatological,Drought,Drought,,,Guinea,GIN,Western Africa,Africa,,,Food shortage,,,No,No,,,Km2,,,,,1998,2,,1998,2,,12,,,,,,,,,,,60.15741089,,,,
